ocnt_batch	ammonium_fluoride_area	ammonium_formate_area
OCNT-2316580-AA-004	89258.5	31048.5
OCNT-2314021-AA-004	39057.5	10236.5
OCNT-0022158-AA-002	11049	2251
OCNT-2316276-AA-004	14217	1785
OCNT-2317556-AA-004	20197.5	6910
OCNT-2314997-AA-004	13255.5	3786
OCNT-2313717-AA-004	2553.5	226
OCNT-0496956-AA-002	226	0
OCNT-2314037-AA-004	74005.5	22313.5
OCNT-2316596-AA-004	20515.5	5495.5
OCNT-2317876-AA-004	94604.5	34082.5
OCNT-2315317-AA-004	2602.5	860.5
OCNT-0496475-AA-002	59457	28638.5
OCNT-2328386-AA-001	0	0
OCNT-2315013-AA-004	11874	1596.5
OCNT-2316292-AA-004	40484	11627.5
OCNT-2313733-AA-004	85787	38873.5
OCNT-2317572-AA-004	21204.5	7384
OCNT-0001883-AA-002	3705.5	799
OCNT-2314053-AA-004	8866.5	6522.5
OCNT-2317892-AA-004	59814	17168.5
OCNT-2315333-AA-004	10860.5	4073.5
OCNT-2316612-AA-004	499707	249093
OCNT-2313749-AA-004	1160	88
OCNT-1083122-AA-002	1237	823
OCNT-2317588-AA-004	3606.5	803
OCNT-2316308-AA-004	305036.5	128767
OCNT-2315029-AA-004	6044	1297.5
OCNT-2315349-AA-004	68131.5	35828
OCNT-2328778-AA-001	56225	22457
OCNT-2317908-AA-004	48521	15731
OCNT-2314069-AA-004	42488.5	10243
OCNT-2316628-AA-004	38695.5	6163.5
OCNT-2316324-AA-004	2820.5	1469.5
OCNT-2317604-AA-004	83756	54353
OCNT-2315045-AA-004	114431.5	65467.5
OCNT-0497994-AA-002	3473	1145
OCNT-2315365-AA-004	113676.5	38706.5
OCNT-2317924-AA-004	147295.5	27446.5
OCNT-2316644-AA-004	95803.5	54308
OCNT-2314085-AA-004	97199.5	91057.5
OCNT-2328766-AA-001	619	28
OCNT-2316340-AA-004	110656.5	74362
OCNT-2313781-AA-004	39516.5	18957
OCNT-2328437-AA-001	1332.5	48
OCNT-2317620-AA-004	5323	1992.5
OCNT-2315061-AA-004	33124.5	16265.5
OCNT-2317940-AA-004	178	0
OCNT-0494447-AA-002	226293.5	72499.5
OCNT-2315381-AA-004	16896.5	9802.5
OCNT-2316660-AA-004	320987	192059.5
OCNT-2314101-AA-004	61538.5	29145
OCNT-2328427-AQ-001	60428.5	6741.5
OCNT-2317636-AA-004	248487.5	70766
OCNT-2313797-AA-004	68474.5	19277
OCNT-2315077-AA-004	175323.5	42257
OCNT-2316356-AA-004	286350	57304
OCNT-2314117-AA-004	2795.5	602.5
OCNT-2316676-AA-004	290096.5	122335
OCNT-2328787-AQ-001	374243	233463
OCNT-2315397-AA-004	48951.5	9243.5
OCNT-2317956-AA-004	72890	18747.5
OCNT-2317652-AA-004	85623	40804.5
OCNT-2316372-AA-004	62925	29304
OCNT-2328453-CU-001	305236.5	218597.5
OCNT-2315093-AA-004	21594	5357.5
OCNT-2313813-AA-004	207965	133634
OCNT-2328819-AA-001	3158	485
OCNT-2317972-AA-004	108878	18836.5
OCNT-2314133-AA-004	1199.5	174
OCNT-2316692-AA-004	15444	5439
OCNT-2315413-AA-004	11810	3895.5
OCNT-2316388-AA-004	167064.5	111551.5
OCNT-2328444-AA-001	0	0
OCNT-2313829-AA-004	132698	67179
OCNT-2315109-AA-004	133330	38294.5
OCNT-2317668-AA-004	98789	81582
OCNT-2314149-AA-004	199119.5	178479.5
OCNT-2328808-AA-001	7779	2293
OCNT-2315429-AA-004	382936	249626.5
OCNT-2316708-AA-004	2871.5	548.5
OCNT-2317988-AA-004	9620.5	1217.5
OCNT-2316404-AA-004	207709.5	59889
OCNT-2313845-AA-004	145074	59213.5
OCNT-2315125-AA-004	58864.5	57249
OCNT-0495340-AA-002	78125.5	11623
OCNT-2317684-AA-004	22236.5	6887
OCNT-2315445-AA-004	154	1064.5
OCNT-0494106-AA-002	41299.5	18256.5
OCNT-2314165-AA-004	53551	24666.5
OCNT-2318004-AA-004	3576.5	952.5
OCNT-2317700-AA-004	85407	10091.5
OCNT-2316420-AA-004	7543.5	2837
OCNT-0493764-AA-002	44482	26030
OCNT-2313861-AA-004	29251	11166
OCNT-2315141-AA-004	99333	47148
OCNT-2315100-AA-004	170010	117901
OCNT-2314387-AA-004	12086	3564
OCNT-2315545-AA-004	25251	5696
OCNT-2314755-AA-004	13592.5	3667
OCNT-2315461-AA-004	151349	73396
OCNT-2314181-AA-004	846.5	4947.5
OCNT-2316740-AA-004	13485.5	4853.5
OCNT-2318020-AA-004	140208.5	52656.5
OCNT-2316436-AA-004	27398	9747.5
OCNT-2313877-AA-004	71637	24672.5
OCNT-2315157-AA-004	66144.5	46662.5
OCNT-2317716-AA-004	22693.5	3648
OCNT-2314197-AA-004	81637	68302
OCNT-2316756-AA-004	29770.5	6141.5
OCNT-2315477-AA-004	26572.5	10633
OCNT-2318036-AA-004	81723.5	7965.5
OCNT-2315173-AA-004	45264.5	10841
OCNT-2317732-AA-004	5396	1125.5
OCNT-2313893-AA-004	2766	969
OCNT-2316452-AA-004	12023	5496
OCNT-2315493-AA-004	18402	8354.5
OCNT-2314213-AA-004	42639	11785
OCNT-2316772-AA-004	67150	30430
OCNT-2318052-AA-004	87504	22187.5
OCNT-2316148-AA-004	3790	1003.5
OCNT-2317428-AA-004	38497.5	24387.5
OCNT-2328330-AA-001	42417.5	9902.5
OCNT-2314869-AA-004	16701	2981.5
OCNT-2313589-AA-004	116408.5	142632
OCNT-2316468-AA-004	3890	1413.5
OCNT-1965946-AA-002	280951.5	187188
OCNT-2317748-AA-004	159240.5	103781.5
OCNT-2315189-AA-004	86072	19230.5
OCNT-2313909-AA-004	42771.5	19699.5
OCNT-2317444-AA-004	22442	15523.5
OCNT-2314885-AA-004	4636.5	1030
OCNT-2313605-AA-004	252748	80492
OCNT-0494021-AA-002	37624.5	25402.5
OCNT-2316164-AA-004	53989.5	19449
OCNT-2315205-AA-004	156398	59790
OCNT-2317764-AA-004	0	0
OCNT-2313925-AA-004	112520	33968
OCNT-2316484-AA-004	174012	40045.5
OCNT-2328670-AA-001	398176	222880
OCNT-2316180-AA-004	307556	186906.5
OCNT-2317460-AA-004	53224.5	22249.5
OCNT-2313621-AA-004	1690.5	169
OCNT-0494201-AA-002	37	0
OCNT-2314901-AA-004	15120.5	3092
OCNT-2328926-AA-001	4110	0
OCNT-2318418-AA-004	13606.5	1013
OCNT-2317140-AA-004	44392	19293.5
OCNT-2315861-AA-004	2884	355.5
OCNT-2316836-AA-004	25667.5	11141
OCNT-2315557-AA-004	29451	7284.5
OCNT-0495367-AA-002	568	146.5
OCNT-2314277-AA-004	82370.5	33479.5
OCNT-2318115-AA-004	56344	24085.5
OCNT-2314597-AA-004	48155	15038.5
OCNT-2317156-AA-004	19724.5	4524.5
OCNT-2318434-AA-004	14792	7581
OCNT-0497946-AA-002	96270.5	24349
OCNT-2316852-AA-004	2369	279.5
OCNT-2318131-AA-004	18107.5	3254.5
OCNT-2328532-AA-001	877.5	0
OCNT-2314293-AA-004	8298	2639.5
OCNT-2315573-AA-004	15197.5	4378
OCNT-2317172-AA-004	15603	5619.5
OCNT-2315892-AA-004	10654	4873.5
OCNT-2318450-AA-004	70188.5	44806
OCNT-1755345-AA-002	32965	11895
OCNT-2314613-AA-004	21804	5233
OCNT-2314309-AA-004	56553	17883
OCNT-0200803-AA-003	2544.5	682
OCNT-2318147-AA-004	93689	98854.5
OCNT-2315589-AA-004	7681	1047
OCNT-2315908-AA-004	2879	1049.5
OCNT-2314629-AA-004	134714	58466.5
OCNT-2318466-AA-004	15114.5	4194.5
OCNT-0022333-AQ-002	87024	3440.5
OCNT-2317188-AA-004	141347	48768
OCNT-2318163-AA-004	106737	38775
OCNT-2328549-AA-001	122.5	83
OCNT-2316884-AA-004	26103.5	7276.5
OCNT-2314325-AA-004	63021	18925
OCNT-2315605-AA-004	44816.5	6157.5
OCNT-2318482-AA-004	39072.5	33151
OCNT-1871140-AA-002	280.5	123
OCNT-2317204-AA-004	8124.5	3000.5
OCNT-2315924-AA-004	11264.5	3309
OCNT-2315621-AA-004	239276	100665.5
OCNT-2316900-AA-004	5544	2312
OCNT-0493940-AB-001	210925	165930
OCNT-2318179-AA-004	21730	5245
OCNT-2314341-AA-004	4909.5	1489
OCNT-2317220-AA-004	12251.5	2708.5
OCNT-2315940-AA-004	14730	2726.5
OCNT-2314661-AA-004	63735.5	29293
OCNT-2318498-AA-004	89933.5	28542
OCNT-0476550-AA-003	83846.5	73557.5
OCNT-0022237-AQ-003	366320.5	200309
OCNT-2316916-AA-004	63674.5	22298
OCNT-2318195-AA-004	52642	51341
OCNT-2314357-AA-004	11030	2666
OCNT-2315637-AA-004	43294	14063.5
OCNT-2317236-AA-004	12907.5	3563.5
OCNT-2328996-AQ-001	19792	53625
OCNT-2314677-AA-004	5361	2007.5
OCNT-2315956-AA-004	10500	3122
OCNT-2318514-AA-004	360	0
OCNT-2328750-AA-001	21212	972
OCNT-2315653-AA-004	21507	5837.5
OCNT-2314373-AA-004	235083	144402.5
OCNT-2318211-AA-004	44824	8508.5
OCNT-2315972-AA-004	95186	68471.5
OCNT-2317252-AA-004	204711.5	91459.5
OCNT-2314693-AA-004	62330	26774.5
OCNT-0478585-AA-002	332314	230792.5
OCNT-2318530-AA-004	33817	19715
OCNT-0022018-AA-002	0	0
OCNT-2316948-AA-004	33024.5	14120
OCNT-2318227-AA-004	19356	4637
OCNT-2314389-AA-004	16062	4166
OCNT-2315669-AA-004	2773.5	2020
OCNT-2317268-AA-004	16177	5326.5
OCNT-2318546-AA-004	36800	19915
OCNT-2314709-AA-004	124071	39341
OCNT-2328953-AA-001	287.5	0
OCNT-2315988-AA-004	71486	41711
OCNT-2318243-AA-004	219196.5	76637.5
OCNT-0494105-AA-002	4627	1429
OCNT-2316964-AA-004	16551.5	6396.5
OCNT-2314405-AA-004	307304.5	69912
OCNT-2315685-AA-004	8462.5	1846
OCNT-2314725-AA-004	7304	1824.5
OCNT-2316004-AA-004	645	0
OCNT-2318562-CN-004	15094	4582.5
OCNT-2317284-AA-004	10542.5	2075.5
OCNT-2328779-AA-001	723	108
OCNT-2315701-AA-004	847.5	300
OCNT-2316980-AA-004	33040	9434
OCNT-2318259-AA-004	253016	139296.5
OCNT-2328602-AA-001	0	0
OCNT-2314421-AA-004	7993.5	1136
OCNT-2328961-AA-001	1484	212.5
OCNT-2314741-AA-004	37538	14256
OCNT-2316020-AA-004	6502.5	1366
OCNT-2318578-AA-004	99963	39555.5
OCNT-2316996-AA-004	78242.5	20132
OCNT-0493684-AA-002	147	0
OCNT-2318275-AA-004	25526	4923.5
OCNT-2315717-AA-004	5281	1013
OCNT-2314437-AA-004	254627.5	185440.5
OCNT-2316036-AA-004	2648.5	413
OCNT-2314757-AA-004	62594.5	18533
OCNT-2317316-AA-004	168885.5	62518
OCNT-2318594-AA-004	11684.5	2828
OCNT-0494102-AA-002	303.5	0
OCNT-2315733-AA-004	2401.5	620.5
OCNT-2317012-AA-004	38564	24106.5
OCNT-2318291-AA-004	126501.5	65113.5
OCNT-2328621-AA-001	1557.5	591.5
OCNT-2314453-AA-004	18874	10759.5
OCNT-2316052-AA-004	50732	33536.5
OCNT-2328968-AA-001	10034.5	1129.5
OCNT-2317332-AA-004	82061.5	65091
OCNT-2314773-AA-004	243857.5	222796.5
OCNT-2318610-AA-004	23985	6548.5
OCNT-2328809-AA-001	0	0
OCNT-2314469-AA-004	356969	138367.5
OCNT-2315749-AA-004	29207.5	15644
OCNT-2318307-AA-004	850	0
OCNT-2317028-AA-004	41620	9870
OCNT-2317348-AA-004	26136.5	14356
OCNT-2316068-AA-004	87854.5	40081
OCNT-2318626-AA-004	28946	14437
OCNT-2328820-AA-001	463.5	293
OCNT-2315765-AA-004	5994	2075
OCNT-2317044-CN-004	40341.5	10890
OCNT-0495213-AA-002	27388	14133.5
OCNT-2318323-AA-004	7049.5	1853.5
OCNT-2314485-AA-004	72364.5	39593.5
OCNT-2317364-AA-004	977.5	284.5
OCNT-2318642-AA-004	68339	14014.5
OCNT-2316084-AA-004	9371	2558.5
OCNT-2328974-AA-001	103544	23915
OCNT-2314805-AA-004	40469.5	8765.5
OCNT-2328827-AA-001	0	0
OCNT-2317060-AA-004	4545	788
OCNT-2314501-AA-004	36218.5	10180.5
OCNT-2315781-AA-004	14308.5	6500
OCNT-2318339-AA-004	191365.5	123860
OCNT-2316202-AA-004	9881.5	3323
OCNT-2315434-AA-004	9305	3247
OCNT-2314634-AA-004	43088.5	13175
OCNT-2313991-AA-004	350426.5	210179.5
OCNT-2314821-AA-004	7410.5	3036.5
OCNT-2317380-AA-004	54913	34050.5
OCNT-2318658-AA-004	41794.5	26026.5
OCNT-2316100-AA-004	11335.5	3415.5
OCNT-2317076-AA-004	14427.5	3846.5
OCNT-2318354-AA-004	27355	8678.5
OCNT-2314517-AA-004	11262	2012.5
OCNT-2316116-AA-004	6961	3282.5
OCNT-2318674-AA-004	91207.5	18895.5
OCNT-2317396-AA-004	24306	3176.5
OCNT-2314837-AA-004	3107	490.5
OCNT-2314533-AA-004	268042	186956
OCNT-2317092-AA-004	68405.5	41211.5
OCNT-2318370-AA-004	36830.5	10133.5
OCNT-2315813-AA-004	33681.5	9890.5
OCNT-2316132-AA-004	30629	8229.5
OCNT-2314853-AA-004	195152.5	182904
OCNT-2318690-AA-004	35021	3453
OCNT-2317412-AA-004	115739.5	20677
OCNT-2314229-AA-004	47849.5	23792
OCNT-2328493-AA-001	7920.5	4599
OCNT-2318068-AA-004	115590	25848
OCNT-2316788-AA-004	906	106
OCNT-2315509-AA-004	161244.5	97678.5
OCNT-2314549-AA-004	11419	3726.5
OCNT-2328918-AA-001	0	0
OCNT-2315829-AA-004	128528	56586.5
OCNT-2318386-AA-004	5099	1499
OCNT-2317108-AA-004	13229.5	16656
OCNT-2318084-AA-004	22783	9213
OCNT-2315525-AA-004	76782	20164.5
OCNT-2316804-AA-004	226706.5	170338.5
OCNT-2314245-AA-004	52882.5	17844
OCNT-0493904-AA-002	106235.5	64828.5
OCNT-2315845-AA-004	73162.5	40176
OCNT-2317124-AA-004	65014.5	24990.5
OCNT-2318402-AA-004	254042.5	172190.5
OCNT-2328684-AA-001	212314	160062.5
OCNT-2314565-AA-004	33108.5	8393
OCNT-0494160-AA-002	58111.5	14104.5
OCNT-2316820-AA-004	19021.5	3783
OCNT-2318099-AA-004	9190.5	2817.5
OCNT-2315541-AA-004	20921.5	6764
OCNT-2314261-AA-004	14388.5	10466
OCNT-2315222-AA-004	4604.5	1153
OCNT-2328523-AA-001	8160	2925.5
OCNT-2313942-AA-004	76199.5	29792.5
OCNT-2317781-AA-004	482925	259664.5
OCNT-2316501-AA-004	30105	13844
OCNT-0498030-AA-003	199603.5	83165.5
OCNT-2316197-AA-004	51755.5	20537
OCNT-2314918-AA-004	379858	263722
OCNT-2313638-AA-004	230942.5	202286
OCNT-2317477-AA-004	3105	627
OCNT-2313958-AA-004	116856.5	72963
OCNT-2316517-AA-004	189089.5	170406.5
OCNT-2328482-AA-001	0	68
OCNT-2315238-AA-004	1449	119
OCNT-2317797-AA-004	95845	56158
OCNT-2328362-AA-001	0	0
OCNT-2313654-AA-004	124034.5	18102.5
OCNT-2317493-AA-004	133077.5	112700.5
OCNT-2316213-AA-004	207386	72042
OCNT-2314934-AA-004	133509.5	92565
OCNT-2313974-AA-004	10015.5	3153
OCNT-2328541-BQ-001	33497.5	12359
OCNT-2316533-AA-004	473.5	0
OCNT-2317813-AA-004	364016.5	227479.5
OCNT-2315254-AA-004	4308	1270.5
OCNT-2317509-AA-004	36373.5	17972.5
OCNT-2316229-AA-004	15175.5	2465
OCNT-2314950-AA-004	110133.5	87986.5
OCNT-0021948-AA-005	148447	111435
OCNT-2313670-AA-004	50388	26932
OCNT-2315270-AA-004	16219	5199
OCNT-0022119-AA-004	144636	128056
OCNT-2317829-AA-004	135261.5	88902
OCNT-2316549-AA-004	72826	44441.5
OCNT-2313990-AA-004	151535	57427
OCNT-2328380-AA-001	29085.5	8810.5
OCNT-2316245-AA-004	51476.5	19670.5
OCNT-2313686-AA-004	6877.5	1812.5
OCNT-2317525-AA-004	55362	15132
OCNT-2314966-AA-004	290290	101380.5
OCNT-2314006-AA-004	204664.5	62581
OCNT-2328559-AQ-001	109656	95691
OCNT-2315286-AA-004	30967	6951
OCNT-2316565-AA-004	202494	78305
OCNT-2317845-AA-004	425446	273212
OCNT-2317541-AA-004	31522	8250
OCNT-2316261-AA-004	10461.5	2582.5
OCNT-2313702-AA-004	2650.5	450.5
OCNT-2328372-AA-001	0	0
OCNT-2314982-AA-004	101884	41574.5
OCNT-2328483-AA-001	6953	1566.5
OCNT-2315302-AA-004	9785.5	3104
OCNT-2317861-AA-004	87226	33915
OCNT-2314022-AA-004	1443.5	243.5
OCNT-2316581-AA-004	7199	2293
OCNT-2313718-AA-004	139993	63151
OCNT-2317557-AA-004	272934.5	98798.5
OCNT-2328397-AA-001	0	0
OCNT-2314998-AA-004	33059	11018
OCNT-2316277-AA-004	2716.5	297.5
OCNT-2314038-AA-004	6310	740.5
OCNT-2316597-AA-004	35485.5	4293.5
OCNT-0498097-AA-002	14853.5	2178.5
OCNT-2317877-AA-004	68232.5	5845.5
OCNT-2317573-AA-004	1939	332.5
OCNT-2315014-AA-004	8942	4101.5
OCNT-2313734-AA-004	21728	13601
OCNT-2316293-AA-004	33133.5	12410
OCNT-2328387-AA-001	2781.5	247
OCNT-2316613-AA-004	1566.5	178
OCNT-2328857-AA-001	0	0
OCNT-2315334-AA-004	20558	10525.5
OCNT-2314054-AA-004	245257	67718.5
OCNT-2317893-AA-004	640803.5	338796.5
OCNT-2315030-AA-004	227638	51046.5
OCNT-2317589-AA-004	50396	24059.5
OCNT-2328416-AA-001	734.5	0
OCNT-2313750-AA-004	19696.5	7071
OCNT-2316309-AA-004	214257.5	158613
OCNT-2315350-AA-004	7501.5	2462
OCNT-2317909-AA-004	111654.5	19141
OCNT-2328596-AA-001	0	0
OCNT-2314070-AA-004	18390.5	1933
OCNT-2316629-AA-004	3990	1132
OCNT-2317605-AA-004	47970	22653
OCNT-2313766-AA-004	70481	36443.5
OCNT-0022256-AA-001	233597	154558
OCNT-2316325-AA-004	90759.5	23310
OCNT-2315046-AA-004	315.5	0
OCNT-2317925-AA-004	41896	33104
OCNT-2316645-AA-004	2694	146.5
OCNT-2314086-AA-004	180246	73461
OCNT-2315366-AA-004	7777	3183
OCNT-0493927-AA-002	568	37
OCNT-2315062-AA-004	11532	4749
OCNT-2316341-AA-004	26469	13067.5
OCNT-2328436-AA-001	564	83
OCNT-2317621-AA-004	172599.5	82990
OCNT-2313782-AA-004	112518.5	97159
OCNT-2315382-AA-004	15756.5	3360.5
OCNT-2314102-AA-004	211968.5	86684.5
OCNT-0494053-AA-002	19910	4508
OCNT-2317941-AA-004	24993	16493.5
OCNT-2316661-AA-004	45558	13995
OCNT-2328428-AA-001	462.5	710
OCNT-2313798-AA-004	32525	15084.5
OCNT-2315078-AA-004	27297.5	4630.5
OCNT-2316357-AA-004	23521	8328
OCNT-2317637-AA-004	18961	9715.5
OCNT-2317957-AA-004	8240.5	2279
OCNT-2314118-AA-004	81903	36720.5
OCNT-2316677-AA-004	116310.5	26740
OCNT-2328658-BW-001	192369	255111.5
OCNT-2315398-AA-004	25728	5412
OCNT-2328452-AA-001	0	0
OCNT-2315094-AA-004	12320	4525
OCNT-2317653-AA-004	50030.5	23400
OCNT-2316373-AA-004	23652	10174.5
OCNT-2313814-AA-004	33342.5	10434.5
OCNT-2316693-AA-004	59816	28039.5
OCNT-0494074-AA-002	247	23
OCNT-2317973-AA-004	183332.5	44491.5
OCNT-2314134-AA-004	41864	9236
OCNT-2315414-AA-004	6889.5	2786
OCNT-2315110-AA-004	10030.5	2519
OCNT-2313830-AA-004	139	0
OCNT-2328445-AA-001	4977	1213.5
OCNT-2317669-AA-004	156	25
OCNT-2316389-AA-004	1604.5	342.5
OCNT-2316709-AA-004	26492	12233.5
OCNT-2315430-AA-004	9950	2467.5
OCNT-2314150-AA-004	14143.5	5039.5
OCNT-2328653-CM-001	201406	161363.5
OCNT-2317989-AA-004	65375	25977.5
OCNT-2315126-AA-004	193098.5	58774.5
OCNT-2317685-AA-004	5965	1351
OCNT-2316405-AA-004	365146	228026
OCNT-2328468-AA-001	0	0
OCNT-2313846-AA-004	72069	16291.5
OCNT-2316725-AA-004	110385.5	119526.5
OCNT-0494205-AA-002	77681.5	46240
OCNT-2318005-AA-004	73619.5	22835
OCNT-2315446-AA-004	13304	10529.5
OCNT-2314166-AA-004	39987	19386
OCNT-2315142-AA-004	68163	30236.5
OCNT-0012986-AA-002	144	0
OCNT-2317701-AA-004	135833	88431
OCNT-2313862-AA-004	35283.5	7426.5
OCNT-2316421-AA-004	46432	16054.5
OCNT-2314184-AA-004	145884.5	39937.5
OCNT-2315405-AA-004	3354	1257
OCNT-2314233-AA-004	119960	82082
OCNT-2315797-AA-004	29862	7475
OCNT-2318021-AA-004	29723	5421
OCNT-2316741-AA-004	66983	48853
OCNT-2315462-AA-004	189151	29320.5
OCNT-2314182-AA-004	1350.5	187
OCNT-2317717-AA-004	231849	65539.5
OCNT-2315158-AA-004	29009	8848
OCNT-2316437-AA-004	3585.5	566
OCNT-2313878-AA-004	28708.5	9670.5
OCNT-2316757-AA-004	17479.5	9128.5
OCNT-2315478-AA-004	39437	16650.5
OCNT-2314198-AA-004	360603.5	180683
OCNT-2318037-AA-004	23125	13152.5
OCNT-2317733-AA-004	31214.5	9019.5
OCNT-2315174-AA-004	20182	5933.5
OCNT-2313894-AA-004	262947	156418.5
OCNT-2318053-AA-004	7260	1887.5
OCNT-2314214-AA-004	66175.5	40494.5
OCNT-2315494-AA-004	32451	7794
OCNT-2316773-AA-004	51438.5	38278.5
OCNT-2316149-AA-004	57810	48668.5
OCNT-2313590-AA-004	148380	86213.5
OCNT-0495277-AA-002	478043	282156
OCNT-2314870-AA-004	11783.5	14792.5
OCNT-2317429-AA-004	43567	16882.5
OCNT-2328504-EU-001	26994	4961.5
OCNT-2313910-AA-004	39199.5	17684.5
OCNT-2316469-AA-004	4199	386.5
OCNT-2317749-AA-004	10206.5	4866
OCNT-2315190-AA-004	99549.5	60273.5
OCNT-2317445-AA-004	4436	1879.5
OCNT-2328323-AA-001	73384	47730
OCNT-2316165-AA-004	44055	19151
OCNT-2313606-AA-004	12780.5	3160
OCNT-2314886-AA-004	109722	56761
OCNT-2328475-AA-001	754	297
OCNT-2313926-AA-004	20947.5	6157
OCNT-2315206-AA-004	70048	17548
OCNT-2316485-AA-004	53515.5	20870.5
OCNT-2317765-AA-004	115961	39562
OCNT-2328349-AA-001	333454.5	111564
OCNT-2316181-AA-004	17096	3706.5
OCNT-2313622-AA-004	33133.5	13165.5
OCNT-2314902-AA-004	281716	102914
OCNT-2317461-AA-004	389480.5	239619
OCNT-2318419-AA-004	17682	9455
OCNT-2315862-AA-004	60610	21949.5
OCNT-2314582-AA-004	25929.5	19881.5
OCNT-2317141-AA-004	33083	16933
OCNT-2328977-AA-001	0	0
OCNT-2315558-AA-004	114374	156409
OCNT-2316837-AA-004	12706.5	11855.5
OCNT-2318116-AA-004	68463.5	80930
OCNT-0494051-AA-002	10784	5555
OCNT-2314278-AA-004	298041	156955
OCNT-2318435-AA-004	51657.5	20706.5
OCNT-2317157-AA-004	23058.5	9250
OCNT-2315877-AA-004	23292.5	9106
OCNT-2328869-AA-001	987.5	0
OCNT-2314598-AA-004	75880.5	44133
OCNT-2314294-AA-004	121897	87502
OCNT-2315574-AA-004	18732.5	17013
OCNT-0493982-AA-002	134642	109045
OCNT-2316853-AA-004	56937.5	25257.5
OCNT-2318132-AA-004	146770.5	101990
OCNT-2318451-AQ-004	37169	11398
OCNT-2315893-AA-004	82850.5	38627.5
OCNT-2317173-AA-004	33932.5	13539
OCNT-2315590-AA-004	9393.5	2908
OCNT-2318148-AA-004	10137	2380
OCNT-2316869-AA-004	15844.5	3922
OCNT-2328531-AA-001	27164	5915
OCNT-2314310-AA-004	64110.5	9686
OCNT-2314630-AA-004	97516	80280.5
OCNT-2315909-AA-004	12098	3303.5
OCNT-2318467-AA-004	18827.5	1103
OCNT-2328875-AQ-001	739	421.5
OCNT-2317189-AA-004	234436	161555
OCNT-2318164-AA-004	29820.5	10822.5
OCNT-2315606-AA-004	173417	74381.5
OCNT-2314326-AA-004	240460	80912.5
OCNT-2316885-AA-004	36521.5	11370
OCNT-2329001-FP-001	0	0
OCNT-2318483-AA-004	12911.5	3136
OCNT-2315925-AA-004	121470.5	59890
OCNT-2314646-AA-004	84820.5	39343.5
OCNT-2317205-AA-004	515.5	0
OCNT-2328855-AQ-001	1240	8497
OCNT-2318180-AA-004	3481.5	285
OCNT-1965901-AA-003	3142.5	502.5
OCNT-2314342-AA-004	78648.5	49864
OCNT-2316901-AA-004	50853.5	30217.5
OCNT-2315622-AA-004	8316.5	8388.5
OCNT-2315941-AA-004	38707	4237.5
OCNT-0007725-AA-002	666	2281
OCNT-2318499-AA-004	31439.5	27754.5
OCNT-2317221-AA-004	139219.5	35633.5
OCNT-2314662-AA-004	172818.5	44986.5
OCNT-2318196-AA-004	32053	12659.5
OCNT-2328580-AA-001	0	0
OCNT-2316917-AA-004	52175	7488.5
OCNT-2315638-AA-004	8374	3822
OCNT-2314358-AA-004	65400	13438.5
OCNT-2317237-AA-004	35777.5	16773
OCNT-2318515-AA-004	165119.5	42382
OCNT-2315957-AA-004	42896	15115.5
OCNT-2328838-AA-001	0	0
OCNT-2314678-AA-004	38772.5	7699.5
OCNT-2315654-AA-004	19476	8432.5
OCNT-2314374-AA-004	4086.5	899
OCNT-2316933-AA-004	39774.5	18910
OCNT-2318212-AA-004	17332.5	13329
OCNT-2317253-AA-004	20072.5	11769
OCNT-2315973-AA-004	7461.5	2278
OCNT-2314694-AA-004	82637.5	26759.5
OCNT-2318531-AA-004	17609.5	3927.5
OCNT-2328993-FJ-001	0	36
OCNT-0494484-AA-002	9607	6467.5
OCNT-2314390-AA-004	9265	4368
OCNT-2318228-AA-004	29743	6298.5
OCNT-2315670-AA-004	68768	20040
OCNT-2316949-AA-004	74708	35429
OCNT-2314710-AA-004	7981.5	2652
OCNT-0497829-AA-002	463	0
OCNT-2317269-AA-004	165698.5	42021
OCNT-2318547-AA-004	133	0
OCNT-2315989-FO-004	10578.5	1878
OCNT-2314406-AA-004	219133.5	133175.5
OCNT-2315686-AA-004	23831.5	4791.5
OCNT-2328589-FP-001	5440	1337
OCNT-2316965-AA-004	185835.5	59614.5
OCNT-2318244-AA-004	571988.5	305857.5
OCNT-2317285-AA-004	171604.5	76270.5
OCNT-2316005-AA-004	13701	3438.5
OCNT-2314726-AA-004	148592.5	157502.5
OCNT-2328891-AA-001	0	0
OCNT-2318563-AA-004	344123.5	226739
OCNT-2314422-AA-004	62271.5	25990
OCNT-2318260-AA-004	955	156
OCNT-2316981-AA-004	24122	7636
OCNT-2315702-AA-004	32783	8055.5
OCNT-0494286-AA-002	39	0
OCNT-2314742-AA-004	32553	9083.5
OCNT-2317301-AA-004	14331	4249.5
OCNT-2318579-AA-004	14706.5	4332
OCNT-0498040-AA-003	30202	11791.5
OCNT-2315718-AA-004	15842.5	5688
OCNT-2318276-AA-004	31068	18291
OCNT-2328601-AA-001	121179.5	33495
OCNT-2314438-AA-004	35024.5	14494.5
OCNT-2316997-AA-004	233737	86577
OCNT-2328896-AA-001	21517	3309
OCNT-2318595-AA-004	45289.5	16092.5
OCNT-2317317-AA-004	45207	25020.5
OCNT-2316037-AA-004	5780	1085
OCNT-2314758-AA-004	120470.5	28219.5
OCNT-2328624-AA-001	874.5	0
OCNT-2315734-AA-004	51924.5	13000.5
